FID,Plant,Log_number,Latitude,Longitude,Observatio,issues,BIO1_30s,BIO2_30s,BIO3_30s,BIO4_30s,BIO5_30s,BIO6_30s,BIO7_30s,BIO8_30s,BIO9_30s,BIO10_30s,BIO11_30s,BIO12_30s,BIO13_30s,BIO14_30s,BIO15_30s,BIO16_30s,BIO17_30s,BIO18_30s,BIO19_30s
112,Lonicera maackii,1303824000,42.286255,123.842343,PRESERVED_SPECIMEN,"cdround,gass84",7.845833331,11.44166658,23.83680538,1330.525289,30,-18,48,23.26666673,-9.583333373,23.26666673,-9.583333373,667,177,5,102.5990895,421,19,421,19
113,Lonicera maackii,143151175,42.333333,128.916667,LIVING_SPECIMEN,"cdround,gass84",1.604166706,11.34166662,25.65987989,1192.442976,22.79999924,-21.39999962,44.19999886,15.83333333,-13.76666657,15.83333333,-13.76666657,712,161,5,96.76526775,439,21,439,21
114,Lonicera maackii,1847472138,42.235478,-83.726495,HUMAN_OBSERVATION,"cdround,gass84",9.112499883,10.77499964,28.13315889,1006.262483,26.89999962,-11.39999962,38.29999924,21.24999968,-3.616666675,21.24999968,-3.616666675,870,89,47,19.13136462,257,164,257,164
115,Lonicera maackii,1677329118,42.21655,-83.245767,HUMAN_OBSERVATION,"cdround,gass84",9.795833193,10.00833334,26.90412133,995.0524351,27.10000038,-10.10000038,37.20000076,21.78333314,-1.51666679,21.78333314,-2.78333348,850,88,47,19.3063982,252,160,252,161
116,Lonicera maackii,1453055589,42.244958,-71.182641,HUMAN_OBSERVATION,gass84,9.699999909,10.89999998,30.02754877,917.6526355,27.29999924,-9,36.29999924,0.99999996,18.46666638,20.93333308,-1.733333429,1158,110,86,8.140773265,317,262,271,296
117,Lonicera maackii,1453055570,42.245147,-71.182755,HUMAN_OBSERVATION,gass84,9.699999909,10.89999998,30.02754877,917.6526355,27.29999924,-9,36.29999924,0.99999996,18.46666638,20.93333308,-1.733333429,1158,110,86,8.140773265,317,262,271,296
118,Lonicera maackii,1144278195,42.254157,-71.33758,HUMAN_OBSERVATION,"cdround,gass84",9.258333381,11.35000003,30.84239123,918.7116288,27,-9.800000191,36.80000019,0.566666668,17.90000017,20.44999997,-2.216666619,1166,113,87,8.182138308,320,268,277,294
119,Lonicera maackii,1807267665,42.198513,-87.926086,HUMAN_OBSERVATION,gass84,9.429166618,10.62500005,27.03562405,1034.27061,27.29999924,-12,39.29999924,21.71666622,-3.916666654,21.71666622,-3.916666654,887,104,34,30.32364972,293,133,293,133
120,Lonicera maackii,176976898,42.23725,-96.32615,PRESERVED_SPECIMEN,gass84,9.400000046,11.96666672,28.02498136,1117.452462,29.29999924,-13.39999962,42.69999886,20.55000003,-4.98333327,22.66666667,-4.98333327,690,101,14,53.7578981,285,50,262,50
121,Lonicera maackii,1457626393,42.055984,-88.195517,HUMAN_OBSERVATION,gass84,8.908333314,11.08333362,27.43399371,1043.814757,27.20000076,-13.19999981,40.40000057,21.26666673,-4.666666677,21.26666673,-4.666666677,916,105,32,32.9555006,308,127,308,127
122,Lonicera maackii,1802636467,42.039846,-87.775565,HUMAN_OBSERVATION,"cdround,gass84",9.775000067,10.40000027,26.53061242,1034.376191,27.70000076,-11.5,39.20000076,22.11666695,-3.533333341,22.11666695,-3.533333341,916,105,38,27.39389767,294,145,294,145
123,Lonicera maackii,1677280618,42.097983,-87.757325,HUMAN_OBSERVATION,"cdround,gass84",9.316666607,9.999999785,26.45502575,1002.366134,26.60000038,-11.19999981,37.80000019,21.19999997,-3.549999923,21.19999997,-3.549999923,904,103,37,27.49862672,288,143,288,143
124,Lonicera maackii,1802608735,42.083542,-87.860069,HUMAN_OBSERVATION,"cdround,gass84",9.645833453,10.5583333,26.79779987,1036.112633,27.70000076,-11.69999981,39.40000057,22.00000064,-3.699999983,22.00000064,-3.699999983,904,106,37,28.38092019,293,141,293,141
125,Lonicera maackii,1291079074,42.098676,-87.866286,HUMAN_OBSERVATION,"cdround,gass84",9.64166677,10.54999994,26.7766492,1035.56493,27.70000076,-11.69999981,39.40000057,21.98333391,-3.699999983,21.98333391,-3.699999983,903,105,37,28.28945345,293,141,293,141
126,Lonicera maackii,1041332446,42.07213,-72.29248,PRESERVED_SPECIMEN, ,8.229166684,11.45833324,30.80197123,943.794232,26,-11.19999981,37.19999981,4.166666637,-2.783333441,19.61666679,-3.700000028,1213,110,87,5.67300221,318,283,301,289
127,Lonicera maackii,415887631,42.1,-72.55,PRESERVED_SPECIMEN,gass84,9.941666697,11.71666667,30.35405843,964.0488289,28.10000038,-10.5,38.60000038,14.58333325,-1.233333309,21.55000003,-2.299999873,1140,103,80,6.451915188,300,261,287,266
128,Lonicera maackii,1850994770,41.928684,-88.764186,HUMAN_OBSERVATION,"cdround,gass84",9.074999981,11.30000006,27.29468575,1084.000374,27.60000038,-13.80000019,41.40000057,21.8166666,-5.049999982,21.8166666,-5.049999982,928,109,30,35.16523992,320,120,320,120
129,Lonicera maackii,1847528365,41.981486,-87.743919,HUMAN_OBSERVATION,"cdround,gass84",9.937500003,10.42500005,26.45939126,1039.757667,28,-11.39999962,39.39999962,22.38333321,-3.416666557,22.38333321,-3.416666557,923,104,39,26.96830298,293,147,293,147
130,Lonicera maackii,1500303635,41.932745,-88.312132,HUMAN_OBSERVATION,"cdround,gass84",9.233333374,10.76666653,26.91666697,1046.9248,27.29999924,-12.69999981,39.99999905,21.58333365,-4.416666657,21.58333365,-4.416666657,932,107,33,32.86512951,312,129,312,129
131,Lonicera maackii,1658229849,41.966667,-82.533333,PRESERVED_SPECIMEN,gass84,9.475000021,8.300000106,23.98843935,967.0491656,25.70000076,-8.899999619,34.60000038,20.48333343,-1.883333335,21.08333317,-2.549999962,913,91,56,15.05249464,260,181,249,188
132,Lonicera maackii,606652912,41.87916,-73.47666,PRESERVED_SPECIMEN,gass84,8.520833236,12.50833316,31.74703879,969.9870099,26.89999962,-12.5,39.39999962,18.08333309,-2.766666691,20.18333308,-3.866666635,1159,110,75,10.18652681,318,250,313,251
133,Lonicera maackii,415887642,41.875,-72.66666,PRESERVED_SPECIMEN,gass84,9.912499982,11.65833327,30.67982439,946.5370506,27.89999962,-10.10000038,38,14.38333344,-0.983333468,21.36666663,-2.100000024,1125,102,81,6.538968841,295,262,276,267
134,Lonicera maackii,1847607583,41.742158,-87.808757,HUMAN_OBSERVATION,"cdround,gass84",10.00000009,10.69999996,26.81704213,1045.575091,28.20000076,-11.69999981,39.90000057,22.48333359,-3.46666653,22.48333359,-3.46666653,949,103,40,27.27698436,301,149,301,149
135,Lonicera maackii,1848789671,41.864099,-84.034309,HUMAN_OBSERVATION,"cdround,gass84",9.07083332,11.12500017,28.89610362,997.7371215,26.70000076,-11.80000019,38.50000095,14.36666638,-3.683333397,20.98333343,-3.683333397,880,96,44,22.02586075,265,156,265,156
136,Lonicera maackii,1500310543,41.830336,-88.491483,HUMAN_OBSERVATION,"cdround,gass84",9.000000121,11.50000012,27.98053532,1062.29598,27.5,-13.60000038,41.10000038,21.53333362,-4.833333286,21.53333362,-4.833333286,940,108,33,32.91530532,312,128,312,128
137,Lonicera maackii,1562967306,41.738361,-87.850265,HUMAN_OBSERVATION,"cdround,gass84",9.754166669,10.44166643,26.77350367,1028.96342,27.39999962,-11.60000038,39,21.9666667,-3.566666643,21.9666667,-3.566666643,948,103,40,27.49483423,300,148,300,148
138,Lonicera maackii,1562908038,41.813298,-88.089442,HUMAN_OBSERVATION,"cdround,gass84",9.741666609,10.7166667,26.85881403,1044.154365,27.79999924,-12.10000038,39.89999962,22.1500001,-3.783333356,22.1500001,-3.783333356,937,104,37,29.65714066,304,139,304,139
139,Lonicera maackii,1272099673,41.81136,-88.092526,HUMAN_OBSERVATION,gass84,9.73333326,10.7,26.81704286,1044.346976,27.79999924,-12.10000038,39.89999962,22.13333337,-3.800000022,22.13333337,-3.800000022,937,104,37,30.00795676,305,138,305,138
140,Lonicera maackii,1703125618,41.836349,-87.800135,HUMAN_OBSERVATION,"cdround,gass84",10.09583327,10.57500012,26.50375995,1050.048605,28.29999924,-11.60000038,39.89999962,22.66666651,-3.400000085,22.66666651,-3.400000085,946,104,41,26.74753272,301,151,301,151
141,Lonicera maackii,415996672,41.80797,-72.26355,PRESERVED_SPECIMEN,gass84,8.879166692,11.32500009,30.7744566,919.5613087,26.5,-10.30000019,36.80000019,10.66666668,-2.683333337,20.03333346,-2.683333337,1266,115,89,6.091784691,333,304,308,304
142,Lonicera maackii,415965606,41.86055,-72.00722,PRESERVED_SPECIMEN,gass84,8.770833318,11.2583334,30.59329791,919.3215242,26.39999962,-10.39999962,36.79999924,4.966666715,-1.983333349,19.91666635,-2.783333302,1259,119,91,6.421887451,338,302,303,306
143,Lonicera maackii,606651856,41.86335,-72.44335,PRESERVED_SPECIMEN,gass84,9.162500111,11.49166666,30.48187381,944.6815931,27.10000038,-10.60000038,37.70000076,5.050000144,-1.783333341,20.58333349,-2.74999996,1209,109,86,5.577302098,315,285,297,288
144,Lonicera maackii,415912466,41.80916,-72.25416,PRESERVED_SPECIMEN,gass84,8.824999953,11.28333339,30.74477779,919.2276829,26.39999962,-10.30000019,36.69999981,10.63333329,-1.883333306,19.96666654,-2.716666639,1271,115,89,6.184337198,335,305,309,305
146,Lonicera maackii,1030457889,41.76667,-86.25,PRESERVED_SPECIMEN,gass84,9.720833266,10.85833314,28.42495672,993.550694,27.29999924,-10.89999962,38.19999886,21.64999994,-1.483333389,21.64999994,-2.966666659,983,101,46,20.2491534,287,175,287,182
147,Lonicera maackii,1303824008,41.827587,123.416408,PRESERVED_SPECIMEN,"cdround,gass84",8.508333315,10.26666663,22.36746561,1289.492212,29.79999924,-16.10000038,45.89999962,23.48333327,-8.483333468,23.48333327,-8.483333468,678,172,5,98.8498908,415,21,415,21
148,Lonicera maackii,1847567533,41.683901,-87.883158,HUMAN_OBSERVATION,"cdround,gass84",9.591666582,10.29999984,26.47814894,1021.582616,27.29999924,-11.60000038,38.89999962,21.74999968,-3.616666665,21.74999968,-3.616666665,942,102,39,27.84653705,297,145,297,145
149,Lonicera maackii,1703130742,41.714465,-87.86602,HUMAN_OBSERVATION,"cdround,gass84",9.583333376,10.1833336,26.38169301,1018.341649,27.10000038,-11.5,38.60000038,21.63333352,-3.600000014,21.63333352,-3.600000014,946,102,39,27.47360399,298,147,298,147
150,Lonicera maackii,1802665068,41.725102,-81.233693,HUMAN_OBSERVATION,gass84,9.850000064,9.583333254,27.38095215,932.7890784,26.10000038,-8.899999619,35,21.03333346,-1.133333246,21.03333346,-1.883333246,974,97,48,19.59554596,280,174,280,186
151,Lonicera maackii,1562923900,41.646625,-87.580078,HUMAN_OBSERVATION,"cdround,gass84",9.974999985,10.40000006,26.59846603,1029.1137,27.79999924,-11.30000019,39.09999943,15.28333326,-3.283333331,22.25,-3.283333331,951,105,38,27.27041859,298,148,297,148
152,Lonicera maackii,1805418619,41.721293,-81.231832,HUMAN_OBSERVATION,gass84,9.800000032,9.599999865,27.35042667,934.9137159,26.10000038,-9,35.10000038,21.01666689,-1.216666698,21.01666689,-1.983333389,980,97,49,19.11508395,281,177,281,189
153,Lonicera maackii,1291665621,41.726783,-81.236327,HUMAN_OBSERVATION,gass84,9.850000064,9.583333254,27.38095215,932.7890784,26.10000038,-8.899999619,35,21.03333346,-1.133333246,21.03333346,-1.883333246,974,97,48,19.59554596,280,174,280,186
154,Lonicera maackii,1802604363,41.714154,-87.885647,HUMAN_OBSERVATION,gass84,9.495833375,10.1583333,26.31692538,1016.320146,27.10000038,-11.5,38.60000038,21.58333349,-3.633333333,21.58333349,-3.633333333,944,103,39,28.01842417,299,145,299,145
155,Lonicera maackii,1144283421,41.714186,-87.866335,HUMAN_OBSERVATION,gass84,9.583333376,10.1833336,26.38169301,1018.341649,27.10000038,-11.5,38.60000038,21.63333352,-3.600000014,21.63333352,-3.600000014,946,102,39,27.47360399,298,147,298,147
156,Lonicera maackii,1212014700,41.72247,-73.21243,PRESERVED_SPECIMEN,gass84,8.420833329,11.59166672,31.07685352,936.6877299,26.20000076,-11.10000038,37.30000114,12.98333319,-2.483333409,19.73333327,-3.400000036,1229,112,85,7.264902341,320,277,316,280
157,Lonicera maackii,606651998,41.60573,-71.13589,PRESERVED_SPECIMEN,gass84,10.02500011,9.850000203,29.31547646,858.7927619,26.60000038,-7,33.60000038,2.033333381,17.91666667,20.56666676,-0.516666651,1226,118,84,10.16475969,340,269,280,319
158,Lonicera maackii,415947080,41.66666,-73.50833,PRESERVED_SPECIMEN,gass84,9.354166567,12.32499981,32.180156,930.6631518,27.5,-10.80000019,38.30000019,18.54999987,-1.250000119,20.63333321,-2.433333437,1158,109,78,9.616394663,315,252,308,254
159,Lonicera maackii,415947082,41.65333,-73.31888,PRESERVED_SPECIMEN,gass84,8.999999943,12.14999993,32.05804764,927.4525194,27,-10.89999962,37.89999962,18.09999975,-1.650000056,20.21666654,-2.766666611,1197,112,81,8.412805626,319,265,311,267
160,Lonicera maackii,415915389,41.64277,-73.31666,PRESERVED_SPECIMEN,gass84,8.979166754,12.0583335,31.90035382,926.9290952,26.89999962,-10.89999962,37.79999924,18.06666692,-1.700000008,20.1833334,-2.783333341,1201,112,82,8.29259468,320,266,312,268
161,Lonicera maackii,1228624177,41.697092,-88.066879,PRESERVED_SPECIMEN,gass84,9.829166719,11.05833328,27.37211169,1049.36661,28.10000038,-12.30000019,40.40000057,22.30000019,-3.76666671,22.30000019,-3.76666671,948,105,37,29.97157745,306,139,306,139
162,Lonicera maackii,1847542271,41.538529,-81.472946,HUMAN_OBSERVATION,"cdround,gass84",9.674999972,9.633333246,27.36742414,937.7208934,25.89999962,-9.300000191,35.19999981,20.20000013,-1.250000079,20.86666695,-2.216666778,1004,98,55,16.86450349,285,191,284,199
163,Lonicera maackii,1848771336,41.558468,-81.445732,HUMAN_OBSERVATION,"cdround,gass84",9.69583336,9.541666756,27.10700798,939.9672637,26,-9.199999809,35.19999981,20.30000019,-1.283333341,20.95000013,-2.183333317,999,98,54,17.05181413,284,189,283,197
164,Lonicera maackii,1802635506,41.527254,-87.638842,HUMAN_OBSERVATION,"cdround,gass84",9.875000137,10.7000002,27.08860876,1033.063632,27.79999924,-11.69999981,39.49999905,15.30000039,-3.466666589,22.16666683,-3.466666589,959,107,37,29.09039107,308,144,301,144
165,Lonicera maackii,1839277686,41.585216,-90.338825,HUMAN_OBSERVATION,"cdround,gass84",9.733333372,10.43333337,25.571896,1083.213516,28.39999962,-12.39999962,40.79999924,22.53333346,-4.366666615,22.53333346,-4.366666615,932,111,31,36.0660863,326,119,326,119
167,Lonicera maackii,1802607706,41.490162,-81.582336,HUMAN_OBSERVATION,"cdround,gass84",10.15833332,9.48333327,26.78907732,943.3350737,26.5,-8.899999619,35.39999962,21.48333359,-0.733333309,21.48333359,-1.783333262,978,95,55,16.63181932,279,189,279,194
168,Lonicera maackii,1453205045,41.501297,-90.537345,HUMAN_OBSERVATION,"cdround,gass84",10.21666672,10.14999989,24.99999949,1090.196684,28.70000076,-11.89999962,40.60000038,23.10000038,-3.966666624,23.10000038,-3.966666624,925,118,28,37.97336932,329,115,329,115
169,Lonicera maackii,415947089,41.56194,-73.21,PRESERVED_SPECIMEN,gass84,9.645833319,11.99166682,31.72398534,926.4729277,27.70000076,-10.10000038,37.80000114,14.2500002,-0.950000048,20.91666667,-2.066666683,1197,111,82,7.80535891,317,270,301,273
170,Lonicera maackii,415947086,41.55194,-73.30305,PRESERVED_SPECIMEN,gass84,9.295833337,11.84166664,31.66220979,919.089122,27.10000038,-10.30000019,37.40000057,18.30000003,-1.25,20.44999997,-2.333333333,1215,114,83,8.119822773,323,272,312,272
171,Lonicera maackii,415918376,41.55861,-72.3525,PRESERVED_SPECIMEN,gass84,9.320833343,10.92500012,30.43175471,904.263782,26.60000038,-9.300000191,35.90000057,5.499999871,20.28333346,20.28333346,-2.033333262,1274,119,92,6.703330488,338,302,302,311
172,Lonicera maackii,415913450,41.53666,-72.79527,PRESERVED_SPECIMEN,gass84,10.34166671,11.08333327,30.19981834,927.3712475,27.89999962,-8.800000191,36.69999981,9.066666802,-0.349999984,21.6500001,-1.283333341,1204,109,86,6.657722164,319,281,298,284
173,Lonicera maackii,415965605,41.47611,-73.23694,PRESERVED_SPECIMEN,gass84,9.841666623,11.91666642,31.60919491,928.0204548,27.89999962,-9.800000191,37.69999981,8.916666508,-0.75,21.16666667,-1.849999984,1223,115,84,7.887910755,326,279,304,280
174,Lonicera maackii,1805390423,41.351228,-88.181504,HUMAN_OBSERVATION,"cdround,gass84",10.01250003,10.95833345,27.60285452,1030.538544,28.10000038,-11.60000038,39.70000076,20.08333365,-3.350000133,22.20000029,-3.350000133,930,102,36,29.73915294,300,137,292,137
175,Lonicera maackii,1806363034,41.362749,-88.167016,HUMAN_OBSERVATION,"cdround,gass84",9.97083338,10.99166663,27.6172527,1031.837417,28.10000038,-11.69999981,39.80000019,20.03333362,-3.416666597,22.18333356,-3.416666597,929,102,36,29.8003307,300,137,292,137
176,Lonicera maackii,1847606692,41.40921,-81.884085,HUMAN_OBSERVATION,"cdround,gass84",10.18749988,9.924999833,27.64623938,942.5210898,26.79999924,-9.100000381,35.89999962,21.49999968,-0.683333357,21.49999968,-1.766666691,925,94,54,17.41881581,271,180,271,183
177,Lonicera maackii,1850981347,41.351698,-88.825088,HUMAN_OBSERVATION,"cdround,gass84",10.09583319,11.0916665,27.31937537,1058.292915,28.5,-12.10000038,40.60000038,20.49999984,-3.716666793,22.54999971,-3.716666793,908,104,33,31.69876691,299,127,293,127
178,Lonicera maackii,1847577233,41.343935,-88.84137,HUMAN_OBSERVATION,"cdround,gass84",10.14166657,10.94999995,27.0370369,1058.821877,28.5,-12,40.5,20.51666673,-3.666666617,22.59999975,-3.666666617,907,105,33,31.71432632,300,127,294,127
179,Lonicera maackii,1640059639,41.340245,-83.131897,HUMAN_OBSERVATION,"cdround,gass84",9.9375,10.6916668,28.06211731,993.2296413,27.60000038,-10.5,38.10000038,21.83333333,-1.433333397,21.83333333,-2.700000008,890,100,44,23.5595468,282,158,282,162
180,Lonicera maackii,1847638717,41.353654,-88.864989,HUMAN_OBSERVATION,"cdround,gass84",10.09166659,11.13333322,27.42200339,1060.664088,28.39999962,-12.19999981,40.59999943,20.49999984,-3.766666626,22.54999971,-3.766666626,907,105,32,32.03043588,300,126,293,126
181,Lonicera maackii,1802607968,41.393411,-81.630948,HUMAN_OBSERVATION,"cdround,gass84",10.35416675,10.1583335,28.29619389,938.4306519,26.89999962,-9,35.89999962,21.60000006,-0.466666659,21.60000006,-1.549999992,941,93,52,17.52569446,274,181,274,184
182,Lonicera maackii,1291076598,41.389905,-81.631683,HUMAN_OBSERVATION,"cdround,gass84",10.26249992,10.12500005,28.20334306,937.7369277,26.79999924,-9.100000381,35.89999962,21.48333311,-0.566666722,21.48333311,-1.649999976,945,93,53,17.40870643,274,182,274,186
183,Lonicera maackii,1270048388,41.389007,-81.54344,HUMAN_OBSERVATION,"cdround,gass84",9.933333308,10.18333338,28.36583144,936.7335254,26.5,-9.399999619,35.89999962,21.13333352,-0.866666635,21.13333352,-1.98333323,977,95,55,16.6322152,281,190,281,194
184,Lonicera maackii,1269574684,41.3791,-88.119081,HUMAN_OBSERVATION,"cdround,gass84",9.783333277,11.20000012,27.86069628,1037.491145,28.10000038,-12.10000038,40.20000076,19.91666683,-3.649999996,22.08333333,-3.649999996,936,103,36,29.98399694,303,137,296,137
185,Lonicera maackii,1453128713,41.366028,-81.857033,HUMAN_OBSERVATION,"cdround,gass84",10.09166651,10.05000005,27.91666607,942.4070507,26.70000076,-9.300000191,36.00000095,19.19999981,-0.783333381,21.38333305,-1.866666754,934,94,54,17.61701579,274,182,274,184
186,Lonicera maackii,1453067102,41.377517,-88.119986,HUMAN_OBSERVATION,gass84,9.783333277,11.20000012,27.86069628,1037.491145,28.10000038,-12.10000038,40.20000076,19.91666683,-3.649999996,22.08333333,-3.649999996,936,103,36,29.98399694,303,137,296,137
187,Lonicera maackii,1802604563,41.34637,-88.17627,HUMAN_OBSERVATION,gass84,9.995833302,10.95833345,27.60285452,1028.892746,28.10000038,-11.60000038,39.70000076,20.05000019,-3.350000133,22.16666683,-3.350000133,928,102,36,29.76677938,300,137,291,137
188,Lonicera maackii,1453067104,41.345075,-88.177713,HUMAN_OBSERVATION,gass84,9.995833302,10.95833345,27.60285452,1028.892746,28.10000038,-11.60000038,39.70000076,20.05000019,-3.350000133,22.16666683,-3.350000133,928,102,36,29.76677938,300,137,291,137
189,Lonicera maackii,891104193,41.363878,-82.550023,HUMAN_OBSERVATION,"cdround,gass84",9.899999872,10.23333328,27.88374205,962.6667296,27,-9.699999809,36.69999981,21.44999965,-1.2166665,21.44999965,-2.299999913,904,102,46,23.00021937,288,165,288,166
190,Lonicera maackii,415912465,41.3975,-72.34722,PRESERVED_SPECIMEN,gass84,10.09166663,10.36666634,29.9614639,880.8927139,26.89999962,-7.699999809,34.59999943,1.783333381,20.81666676,20.81666676,-0.883333325,1242,118,92,7.395542748,335,291,291,309
191,Lonicera maackii,1848769817,41.302317,-89.039273,HUMAN_OBSERVATION,"cdround,gass84",9.983333353,10.78333325,26.6914192,1057.955436,28.29999924,-12.10000038,40.39999962,20.3499999,-3.833333373,22.43333324,-3.833333373,905,104,33,31.93497682,298,126,294,126
